Rank,Standard Score,School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Low Grade,High Grade,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White
142,53.2,Patrick County High,https://www.sd.com/go/VA/schools/0288001188/school.aspx,Patrick County Public Schools,https://www.sd.com/go/VA/district/02880/search.aspx,215 Cougar Lane,Stuart,https://www.sd.com/go/VA/city/Stuart/search.aspx,24171,Patrick County,(276) 694-7137,8,12,No,No,No,No,874,68.9,12.6,0.5,0.05,0,0.01,0.07,0,0.04,0.83
143,52.8,Charles City County High,https://www.sd.com/go/VA/schools/0072000258/school.aspx,Charles City County Public Schools,https://www.sd.com/go/VA/district/00720/search.aspx,10039 Courthouse Rd,Charles City,https://www.sd.com/go/VA/city/Charles+City/search.aspx,23030,Charles City County,(804) 829-9249,7,12,Yes,No,No,No,303,26,11.6,0.55,0.57,0.07,0,0.02,0,0.04,0.3
144,52.7,Tucker High,https://www.sd.com/go/VA/schools/0189000811/school.aspx,Henrico County Public Schools,https://www.sd.com/go/VA/district/01890/search.aspx,2910 Parham Rd,Richmond,https://www.sd.com/go/VA/city/Richmond/search.aspx,23294,Henrico County,(804) 527-4600,9,12,No,No,Yes,No,1717,99,17.3,0.5,0.25,0.01,0.14,0.2,0,0.05,0.35
145,52.6,Rappahannock High,https://www.sd.com/go/VA/schools/0327001409/school.aspx,Richmond County Public Schools,https://www.sd.com/go/VA/district/03270/search.aspx,6914 Richmond Rd,Warsaw,https://www.sd.com/go/VA/city/Warsaw/search.aspx,22572,Richmond County,(804) 333-3551,8,12,No,No,No,No,499,34.5,14.4,0.74,0.28,0,0.01,0.09,0,0.03,0.59
146,52.6,James Wood High,https://www.sd.com/go/VA/schools/0147000652/school.aspx,Frederick County Public Schools,https://www.sd.com/go/VA/district/01470/search.aspx,161 Apple Pie Ridge Rd,Winchester,https://www.sd.com/go/VA/city/Winchester/search.aspx,22603,Frederick County,(540) 667-5226,9,12,No,No,No,No,1330,104.1,12.7,0.25,0.02,0,0.01,0.08,0,0.02,0.87
147,52.5,Narrows High,https://www.sd.com/go/VA/schools/0159000673/school.aspx,Giles County Public Schools,https://www.sd.com/go/VA/district/01590/search.aspx,1 Green Wave Lane,Narrows,https://www.sd.com/go/VA/city/Narrows/search.aspx,24124,Giles County,(540) 726-2384,8,12,No,No,No,No,332,26,12.7,0.49,0.01,0,0.01,0.02,0,0.01,0.96
148,52.4,James River High,https://www.sd.com/go/VA/schools/0084000766/school.aspx,Chesterfield County Public Schools,https://www.sd.com/go/VA/district/00840/search.aspx,3700 James River Rd.,Midlothian,https://www.sd.com/go/VA/city/Midlothian/search.aspx,23113,Chesterfield County,(804) 378-2420,9,12,No,No,No,No,1986,121.7,16.3,0.25,0.15,0,0.05,0.17,0,0.05,0.58
149,52.4,Buffalo Gap High,https://www.sd.com/go/VA/schools/0030000117/school.aspx,Augusta County Public Schools,https://www.sd.com/go/VA/district/00300/search.aspx,1800 Buffalo Gap Hwy,Swoope,https://www.sd.com/go/VA/city/Swoope/search.aspx,24479,Augusta County,(540) 337-6021,9,12,No,No,No,No,485,40.5,11.9,0.34,0,0,0,0.02,0,0.01,0.97
150,52.3,Floyd County High,https://www.sd.com/go/VA/schools/0135000618/school.aspx,Floyd County Public Schools,https://www.sd.com/go/VA/district/01350/search.aspx,721 Baker St. SW,Floyd,https://www.sd.com/go/VA/city/Floyd/search.aspx,24091,Floyd County,(540) 745-9450,8,12,No,No,No,No,791,54.4,14.5,0.41,0.02,0,0.01,0.04,0,0.03,0.9
151,51.9,Bath County High,https://www.sd.com/go/VA/schools/0033000139/school.aspx,Bath County Public Schools,https://www.sd.com/go/VA/district/00330/search.aspx,464 Charger Lane,Hot Springs,https://www.sd.com/go/VA/city/Hot+Springs/search.aspx,24445,Bath County,(540) 839-2431,8,12,No,No,No,No,202,22.6,8.9,0.44,0.03,0.01,0.01,0.02,0.01,0.04,0.89
152,51.7,Appomattox County High,https://www.sd.com/go/VA/schools/0024000076/school.aspx,Appomattox County Public Schools,https://www.sd.com/go/VA/district/00240/search.aspx,198 Evergreen Avenue,Appomattox,https://www.sd.com/go/VA/city/Appomattox/search.aspx,24522,Appomattox County,(434) 352-7146,9,12,No,No,No,No,689,54.8,12.5,0.4,0.21,0,0,0.02,0,0.06,0.7
153,51.7,Salem High,https://www.sd.com/go/VA/schools/0346002043/school.aspx,Salem City Public Schools,https://www.sd.com/go/VA/district/03460/search.aspx,400 Spartan Dr,Salem,https://www.sd.com/go/VA/city/Salem/search.aspx,24153,Salem city,(540) 387-2437,9,12,No,No,No,No,1278,87.2,14.6,0.3,0.12,0,0.02,0.05,0,0.05,0.76
154,51.6,Craig County High,https://www.sd.com/go/VA/schools/0102002111/school.aspx,Craig County Public Schools,https://www.sd.com/go/VA/district/01020/search.aspx,25239 Craigs Creek Road,New Castle,https://www.sd.com/go/VA/city/New+Castle/search.aspx,24127,Craig County,(540) 864-5185,6,12,No,No,No,No,342,27.4,12.4,0.49,0.01,0,0,0.02,0,0,0.97
155,51,Hurley High,https://www.sd.com/go/VA/schools/0051000200/school.aspx,Buchanan County Public Schools,https://www.sd.com/go/VA/district/00510/search.aspx,6339 Hurley Road,Hurley,https://www.sd.com/go/VA/city/Hurley/search.aspx,24620,Buchanan County,(276) 566-7642,8,12,No,No,No,No,238,13.9,17,0.86,0,0,0,0,0,0,1
156,50.9,Warren County High,https://www.sd.com/go/VA/schools/0387001733/school.aspx,Warren County Public Schools,https://www.sd.com/go/VA/district/03870/search.aspx,155 Westminster Drive,Front Royal,https://www.sd.com/go/VA/city/Front+Royal/search.aspx,22630,Warren County,(540) 635-4144,9,12,No,No,No,No,810,67.9,11.9,0.36,0.03,0,0.02,0.07,0,0.05,0.83
157,50.7,Kettle Run High School,https://www.sd.com/go/VA/schools/0132002785/school.aspx,Fauquier County Public Schools,https://www.sd.com/go/VA/district/01320/search.aspx,7403 Academic Avenue,Nokesville,https://www.sd.com/go/VA/city/Nokesville/search.aspx,20181,Prince William County,(540) 422-7330,9,12,No,No,No,No,1211,94.9,12.7,0.09,0.05,0,0.02,0.08,0,0.03,0.82
158,50.4,Oscar F Smith High,https://www.sd.com/go/VA/schools/0081000303/school.aspx,Chesapeake City Public Schools,https://www.sd.com/go/VA/district/00810/search.aspx,1994 Tiger Dr,Chesapeake,https://www.sd.com/go/VA/city/Chesapeake/search.aspx,23320,Chesapeake city,(757) 548-0696,9,12,No,No,No,No,2148,162.9,13.1,0.58,0.56,0,0.03,0.11,0,0.06,0.24
159,50.4,Thomas Walker High,https://www.sd.com/go/VA/schools/0219000904/school.aspx,Lee County Public Schools,https://www.sd.com/go/VA/district/02190/search.aspx,126 Blue Gray Road,Ewing,https://www.sd.com/go/VA/city/Ewing/search.aspx,24248,Lee County,(276) 445-4111,8,12,No,No,No,No,310,28.3,10.9,0.94,0,0.01,0.01,0.02,0,0.01,0.95
160,50.1,Rustburg High,https://www.sd.com/go/VA/schools/0060000231/school.aspx,Campbell County Public Schools,https://www.sd.com/go/VA/district/00600/search.aspx,1671 Village Hwy,Rustburg,https://www.sd.com/go/VA/city/Rustburg/search.aspx,24588,Campbell County,(434) 332-5171,9,12,No,No,No,No,826,56.4,14.6,0.37,0.13,0,0.01,0.02,0,0.04,0.8
161,50,Spotswood High,https://www.sd.com/go/VA/schools/0339001872/school.aspx,Rockingham County Public Schools,https://www.sd.com/go/VA/district/03390/search.aspx,368 Blazer Drive,Penn Laird,https://www.sd.com/go/VA/city/Penn+Laird/search.aspx,22846,Rockingham County,(540) 289-3100,9,12,No,No,No,No,967,65.3,14.7,0.36,0.03,0,0.03,0.21,0,0.04,0.7
162,49.8,Nelson County High,https://www.sd.com/go/VA/schools/0258001032/school.aspx,Nelson County Public Schools,https://www.sd.com/go/VA/district/02580/search.aspx,6919 Thomas Nelson Hwy,Lovingston,https://www.sd.com/go/VA/city/Lovingston/search.aspx,22949,Nelson County,(434) 263-8317,9,12,No,No,No,No,632,48.9,12.9,0.46,0.13,0,0.01,0.07,0,0.04,0.75
163,49.8,South County High,https://www.sd.com/go/VA/schools/0126002436/school.aspx,Fairfax County Public Schools,https://www.sd.com/go/VA/district/01260/search.aspx,8501 Silverbrook Road,Lorton,https://www.sd.com/go/VA/city/Lorton/search.aspx,22079,Fairfax County,(703) 446-1600,9,12,No,No,No,No,2251,141.8,15.8,0.18,0.2,0,0.18,0.16,0,0.06,0.4
164,49.8,Grayson County High,https://www.sd.com/go/VA/schools/0169000697/school.aspx,Grayson County Public Schools,https://www.sd.com/go/VA/district/01690/search.aspx,110 Blue Devil Drive,Independence,https://www.sd.com/go/VA/city/Independence/search.aspx,24348,Grayson County,(276) 773-2131,9,12,No,No,No,No,448,44.7,10,0.55,0.04,0,0,0.07,0,0,0.88
165,49.8,Millbrook High,https://www.sd.com/go/VA/schools/0147002337/school.aspx,Frederick County Public Schools,https://www.sd.com/go/VA/district/01470/search.aspx,251 First Woods Dr.,Winchester,https://www.sd.com/go/VA/city/Winchester/search.aspx,22603,Frederick County,(540) 545-2800,9,12,No,No,No,No,1459,105.9,13.7,0.32,0.06,0,0.03,0.26,0,0.04,0.61
166,49.3,Powhatan High,https://www.sd.com/go/VA/schools/0303001268/school.aspx,Powhatan County Public Schools,https://www.sd.com/go/VA/district/03030/search.aspx,1800 Judes Ferry Road,Powhatan,https://www.sd.com/go/VA/city/Powhatan/search.aspx,23139,Powhatan County,(804) 598-5710,9,12,No,No,Yes,No,1414,102.2,13.8,0.17,0.05,0.01,0.01,0.03,0,0.03,0.87
167,49.3,Brooke Point High,https://www.sd.com/go/VA/schools/0366000591/school.aspx,Stafford County Public Schools,https://www.sd.com/go/VA/district/03660/search.aspx,1700 Courthouse Rd,Stafford,https://www.sd.com/go/VA/city/Stafford/search.aspx,22554,Stafford County,(540) 658-6080,9,12,No,No,No,No,1877,113.9,16.4,0.27,0.24,0,0.03,0.23,0,0.07,0.42
168,49.2,Twin Valley High,https://www.sd.com/go/VA/schools/0051001947/school.aspx,Buchanan County Public Schools,https://www.sd.com/go/VA/district/00510/search.aspx,14449 Dismal River Road,Pilgrims Knob,https://www.sd.com/go/VA/city/Pilgrims+Knob/search.aspx,24634,Buchanan County,(276) 259-7818,8,12,No,No,No,No,210,15.5,13.5,0.67,0.01,0,0,0.01,0,0.01,0.98
169,49.1,Northwood High,https://www.sd.com/go/VA/schools/0352001563/school.aspx,Smyth County Public Schools,https://www.sd.com/go/VA/district/03520/search.aspx,305 Panther Ln,Saltville,https://www.sd.com/go/VA/city/Saltville/search.aspx,24370,Smyth County,(276) 496-7751,9,12,No,No,No,No,279,18.9,14.7,0.6,0.03,0,0.01,0.02,0,0,0.94
170,49,Westfield High,https://www.sd.com/go/VA/schools/0126002529/school.aspx,Fairfax County Public Schools,https://www.sd.com/go/VA/district/01260/search.aspx,4700 Stonecroft Bv,Chantilly,https://www.sd.com/go/VA/city/Chantilly/search.aspx,20151,Fairfax County,(703) 488-6300,9,12,No,No,No,No,2706,184.9,14.6,0.25,0.12,0,0.21,0.24,0,0.05,0.38
171,49,Riverbend High,https://www.sd.com/go/VA/schools/0364002462/school.aspx,Spotsylvania County Public Schools,https://www.sd.com/go/VA/district/03640/search.aspx,12301 Spotswood Furnace Rd.,Fredericksburg,https://www.sd.com/go/VA/city/Fredericksburg/search.aspx,22407,Spotsylvania County,(540) 548-4051,9,12,No,No,No,No,1919,110.3,17.3,0.22,0.14,0,0.03,0.12,0,0.05,0.66
172,48.9,Stonewall Jackson High,https://www.sd.com/go/VA/schools/0351001548/school.aspx,Shenandoah County Public Schools,https://www.sd.com/go/VA/district/03510/search.aspx,150 Stonewall Ln,Quicksburg,https://www.sd.com/go/VA/city/Quicksburg/search.aspx,22847,Shenandoah County,(540) 477-2732,8,12,No,No,No,No,621,45.8,13.5,0.44,0.02,0.01,0,0.17,0,0.02,0.78
173,48.7,Honaker High,https://www.sd.com/go/VA/schools/0342001522/school.aspx,Russell County Public Schools,https://www.sd.com/go/VA/district/03420/search.aspx,1795 Thompson Creek Rd.,Honaker,https://www.sd.com/go/VA/city/Honaker/search.aspx,24266,Russell County,(276) 873-6363,8,12,No,No,No,No,443,32.1,13.8,0.54,0,0.01,0.01,0.01,0,0.01,0.98
174,48.7,Highland High,https://www.sd.com/go/VA/schools/0195000862/school.aspx,Highland County Public Schools,https://www.sd.com/go/VA/district/01950/search.aspx,244 Myers/Moon Rd,Monterey,https://www.sd.com/go/VA/city/Monterey/search.aspx,24465,Highland County,(540) 468-6320,6,12,Yes,No,No,No,106,18.2,5.8,0.67,0,0,0,0.02,0,0.02,0.96
175,48.5,Lafayette High,https://www.sd.com/go/VA/schools/0402001773/school.aspx,Williamsburg-James City Public Schools,https://www.sd.com/go/VA/district/04020/search.aspx,4460 Longhill Rd,Williamsburg,https://www.sd.com/go/VA/city/Williamsburg/search.aspx,23188,James City County,(757) 565-0373,9,12,No,No,No,No,1116,74.5,14.9,0.33,0.21,0,0.03,0.15,0,0.06,0.55
176,48.4,Woodbridge High,https://www.sd.com/go/VA/schools/0313001327/school.aspx,Prince William County Public Schools,https://www.sd.com/go/VA/district/03130/search.aspx,3001 Old Bridge Rd,Woodbridge,https://www.sd.com/go/VA/city/Woodbridge/search.aspx,22192,Prince William County,(703) 497-8000,9,12,No,No,Yes,No,2750,154,17.8,0.42,0.22,0,0.08,0.36,0,0.06,0.27
177,48.3,Madison County High,https://www.sd.com/go/VA/schools/0237000972/school.aspx,Madison County Public Schools,https://www.sd.com/go/VA/district/02370/search.aspx,68 Mountaineer Lane,Madison,https://www.sd.com/go/VA/city/Madison/search.aspx,22727,Madison County,(540) 948-3785,9,12,No,No,No,No,543,43.6,12.4,0.38,0.08,0,0.01,0.03,0,0.05,0.83
178,48.2,Hayfield Secondary,https://www.sd.com/go/VA/schools/0126000493/school.aspx,Fairfax County Public Schools,https://www.sd.com/go/VA/district/01260/search.aspx,7630 Telegraph Rd,Alexandria,https://www.sd.com/go/VA/city/Alexandria/search.aspx,22315,Fairfax County,(703) 924-7400,7,12,No,No,Yes,No,3077,193.4,15.9,0.28,0.28,0,0.14,0.22,0.01,0.07,0.29
179,48.1,Middlesex High,https://www.sd.com/go/VA/schools/0249001012/school.aspx,Middlesex County Public Schools,https://www.sd.com/go/VA/district/02490/search.aspx,454 General Puller Highway,Saluda,https://www.sd.com/go/VA/city/Saluda/search.aspx,23149,Middlesex County,(804) 758-2132,9,12,No,No,No,No,376,32.3,11.6,0.41,0.16,0,0,0.02,0,0.05,0.77
180,47.7,Woodrow Wilson High,https://www.sd.com/go/VA/schools/0300001255/school.aspx,Portsmouth City Public Schools,https://www.sd.com/go/VA/district/03000/search.aspx,1401 Elmhurst Ln,Portsmouth,https://www.sd.com/go/VA/city/Portsmouth/search.aspx,23701,Portsmouth city,(757) 465-2907,9,12,No,No,Yes,No,1327,102.3,12.9,0.56,0.6,0,0.01,0.04,0,0.05,0.29
181,47.3,Altavista High,https://www.sd.com/go/VA/schools/0060000220/school.aspx,Campbell County Public Schools,https://www.sd.com/go/VA/district/00600/search.aspx,904 Bedford Avenue,Altavista,https://www.sd.com/go/VA/city/Altavista/search.aspx,24517,Campbell County,(434) 369-4768,6,12,No,No,No,No,657,51.3,12.8,0.45,0.24,0.01,0.01,0.03,0,0.07,0.64
182,47.1,Christiansburg High,https://www.sd.com/go/VA/schools/0252001019/school.aspx,Montgomery County Public Schools,https://www.sd.com/go/VA/district/02520/search.aspx,100 Independence Blvd,Christiansburg,https://www.sd.com/go/VA/city/Christiansburg/search.aspx,24073,Montgomery County,(540) 382-5178,9,12,No,No,No,No,1041,82.3,12.6,0.33,0.07,0,0.01,0.04,0,0.04,0.84
183,46.7,Edison High,https://www.sd.com/go/VA/schools/0126000461/school.aspx,Fairfax County Public Schools,https://www.sd.com/go/VA/district/01260/search.aspx,5801 Franconia Rd,Alexandria,https://www.sd.com/go/VA/city/Alexandria/search.aspx,22310,Fairfax County,(703) 924-8000,9,12,No,No,No,No,2119,146.5,14.4,0.35,0.21,0,0.14,0.34,0,0.05,0.25
184,46.7,Manchester High,https://www.sd.com/go/VA/schools/0084000056/school.aspx,Chesterfield County Public Schools,https://www.sd.com/go/VA/district/00840/search.aspx,12601 Bailey Bridge Rd.,Midlothian,https://www.sd.com/go/VA/city/Midlothian/search.aspx,23112,Chesterfield County,(804) 739-6275,9,12,No,No,No,No,2089,143.2,14.5,0.28,0.27,0,0.02,0.14,0,0.04,0.53
185,46.7,Caroline High,https://www.sd.com/go/VA/schools/0066000238/school.aspx,Caroline County Public Schools,https://www.sd.com/go/VA/district/00660/search.aspx,19155 Rodgers Clark Blvd,Milford,https://www.sd.com/go/VA/city/Milford/search.aspx,22514,Caroline County,(804) 633-9886,9,12,No,No,No,No,1179,67.6,17.4,0.45,0.29,0,0.01,0.06,0,0.09,0.54
186,46.7,Tuscarora High,https://www.sd.com/go/VA/schools/0225002817/school.aspx,Loudoun County Public Schools,https://www.sd.com/go/VA/district/02250/search.aspx,801 North King Street,Leesburg,https://www.sd.com/go/VA/city/Leesburg/search.aspx,20176,Loudoun County,(571) 252-1900,PK,12,No,No,No,No,1517,122.8,12.3,0.25,0.08,0,0.07,0.28,0,0.05,0.52
187,46.7,Smithfield High,https://www.sd.com/go/VA/schools/0201000875/school.aspx,Isle Of Wight County Public Schools,https://www.sd.com/go/VA/district/02010/search.aspx,14171 Turner Dr,Smithfield,https://www.sd.com/go/VA/city/Smithfield/search.aspx,23430,Isle of Wight County,(757) 357-3108,9,12,No,No,No,No,1245,78.7,15.8,0.27,0.32,0,0.01,0.05,0,0.05,0.57
188,46.6,Washington Liberty High,https://www.sd.com/go/VA/schools/0027000112/school.aspx,Arlington County Public Schools,https://www.sd.com/go/VA/district/00270/search.aspx,1301 N Stafford St,Arlington,https://www.sd.com/go/VA/city/Arlington/search.aspx,22201,Arlington County,(703) 228-6200,9,12,No,No,No,No,2482,145.3,17,0.27,0.08,0,0.1,0.32,0,0.06,0.44
189,46.1,Courtland High,https://www.sd.com/go/VA/schools/0364001873/school.aspx,Spotsylvania County Public Schools,https://www.sd.com/go/VA/district/03640/search.aspx,6701 Smith Station Rd,Spotsylvania,https://www.sd.com/go/VA/city/Spotsylvania/search.aspx,22553,Spotsylvania County,(540) 898-4445,9,12,No,No,No,No,1187,75.7,15.6,0.29,0.19,0,0.03,0.17,0,0.06,0.55
190,46,Colonial Heights High,https://www.sd.com/go/VA/schools/0096000361/school.aspx,Colonial Heights City Public Schools,https://www.sd.com/go/VA/district/00960/search.aspx,3600 Conduit Rd,Colonial Heights,https://www.sd.com/go/VA/city/Colonial+Heights/search.aspx,23834,Colonial Heights city,(804) 524-3405,9,12,No,No,No,No,874,86.3,10.1,0.43,0.2,0,0.03,0.06,0,0.06,0.65
191,45.9,C.D. Hylton High,https://www.sd.com/go/VA/schools/0313000186/school.aspx,Prince William County Public Schools,https://www.sd.com/go/VA/district/03130/search.aspx,14051 Spriggs Rd,Woodbridge,https://www.sd.com/go/VA/city/Woodbridge/search.aspx,22193,Prince William County,(703) 580-4000,9,12,No,No,Yes,No,2315,130.8,17.6,0.43,0.27,0,0.08,0.4,0,0.07,0.18
192,45.9,Culpeper County High,https://www.sd.com/go/VA/schools/0105000376/school.aspx,Culpeper County Public Schools,https://www.sd.com/go/VA/district/01050/search.aspx,14240 Achievement Drive,Culpeper,https://www.sd.com/go/VA/city/Culpeper/search.aspx,22701,Culpeper County,(540) 825-8310,9,12,No,No,No,No,1176,82.6,14.2,0.34,0.12,0,0.02,0.19,0,0.05,0.62
193,45.8,Mathews High,https://www.sd.com/go/VA/schools/0243000993/school.aspx,Mathews County Public Schools,https://www.sd.com/go/VA/district/02430/search.aspx,Rt 198 9889 Buckley Hall Road,Mathews,https://www.sd.com/go/VA/city/Mathews/search.aspx,23109,Mathews County,(804) 725-3702,9,12,No,No,No,No,367,31.7,11.5,0.39,0.09,0.01,0.01,0.03,0,0.05,0.81
194,45.7,Lebanon High,https://www.sd.com/go/VA/schools/0342002042/school.aspx,Russell County Public Schools,https://www.sd.com/go/VA/district/03420/search.aspx,105 Charles C Long Drive,Lebanon,https://www.sd.com/go/VA/city/Lebanon/search.aspx,24266,Russell County,(276) 889-6539,8,12,No,No,No,No,600,44.1,13.6,0.54,0.01,0,0.01,0.01,0,0.01,0.96
195,45.5,Franklin County High,https://www.sd.com/go/VA/schools/0144000637/school.aspx,Franklin County Public Schools,https://www.sd.com/go/VA/district/01440/search.aspx,700 Tanyard Rd,Rocky Mount,https://www.sd.com/go/VA/city/Rocky+Mount/search.aspx,24151,Franklin County,(540) 483-0221,9,12,No,No,No,No,2083,160,13,0.41,0.08,0,0.01,0.06,0,0.05,0.8
196,45.4,Stafford Senior High,https://www.sd.com/go/VA/schools/0366001602/school.aspx,Stafford County Public Schools,https://www.sd.com/go/VA/district/03660/search.aspx,63 Stafford Indian Lane,Fredericksburg,https://www.sd.com/go/VA/city/Fredericksburg/search.aspx,22405,Stafford County,(540) 371-7200,9,12,No,No,No,No,1980,130.6,15.1,0.26,0.17,0.01,0.03,0.13,0,0.08,0.58
197,45.2,Eastern View High,https://www.sd.com/go/VA/schools/0105002758/school.aspx,Culpeper County Public Schools,https://www.sd.com/go/VA/district/01050/search.aspx,16332 Cyclone Way,Culpeper,https://www.sd.com/go/VA/city/Culpeper/search.aspx,22701,Culpeper County,(540) 825-0621,9,12,No,No,No,No,1362,88.4,15.4,0.42,0.15,0,0.01,0.23,0,0.07,0.54
198,45,Clarke County High,https://www.sd.com/go/VA/schools/0087002100/school.aspx,Clarke County Public Schools,https://www.sd.com/go/VA/district/00870/search.aspx,627 Mosby Blvd.,Berryville,https://www.sd.com/go/VA/city/Berryville/search.aspx,22611,Clarke County,(540) 955-6130,9,12,No,No,No,No,686,53.5,12.8,0.17,0.03,0,0.01,0.1,0,0.06,0.8
199,45,Rappahannock County High,https://www.sd.com/go/VA/schools/0321001346/school.aspx,Rappahannock County Public Schools,https://www.sd.com/go/VA/district/03210/search.aspx,12576 Lee Highway,Washington,https://www.sd.com/go/VA/city/Washington/search.aspx,22747,Rappahannock County,(540) 227-0745,8,12,No,No,No,No,322,33.3,9.6,0.28,0.03,0.01,0,0.07,0,0.04,0.86
200,44.7,Galax High,https://www.sd.com/go/VA/schools/0156000301/school.aspx,Galax City Public Schools,https://www.sd.com/go/VA/district/01560/search.aspx,200 Maroon Tide Dr,Galax,https://www.sd.com/go/VA/city/Galax/search.aspx,24333,Galax city,(276) 236-2991,8,12,No,No,No,No,450,38.7,11.6,0.62,0.07,0,0,0.28,0,0.02,0.63
201,44.5,Thomas Dale High,https://www.sd.com/go/VA/schools/0084000350/school.aspx,Chesterfield County Public Schools,https://www.sd.com/go/VA/district/00840/search.aspx,3626 W. Hundred Rd.,Chester,https://www.sd.com/go/VA/city/Chester/search.aspx,23831,Chesterfield County,(804) 768-6245,9,12,No,No,No,No,2401,153,15.6,0.32,0.31,0,0.04,0.17,0,0.05,0.44
202,44.5,Magna Vista High,https://www.sd.com/go/VA/schools/0192002125/school.aspx,Henry County Public Schools,https://www.sd.com/go/VA/district/01920/search.aspx,701 Magna Vista School Rd,Ridgeway,https://www.sd.com/go/VA/city/Ridgeway/search.aspx,24148,Henry County,(276) 956-3147,9,12,No,No,No,No,1078,75.3,14.3,0.89,0.26,0,0,0.12,0,0.06,0.55
203,44.5,Woodside High,https://www.sd.com/go/VA/schools/0264001453/school.aspx,Newport News City Public Schools,https://www.sd.com/go/VA/district/02640/search.aspx,13450 Woodside Lane,Newport News,https://www.sd.com/go/VA/city/Newport+News/search.aspx,23608,Newport News city,(757) 886-7530,9,12,No,No,No,No,1891,118.6,15.9,0.46,0.56,0,0.03,0.13,0.01,0.05,0.22
204,44.4,King George High,https://www.sd.com/go/VA/schools/0210000882/school.aspx,King Geo County Public Schools,https://www.sd.com/go/VA/district/02100/search.aspx,10100 Foxes Way,King George,https://www.sd.com/go/VA/city/King+George/search.aspx,22485,King George County,(540) 775-3535,9,12,No,No,No,No,1341,93,14.4,0.3,0.17,0.01,0.01,0.06,0,0.07,0.68
205,44.3,Ridgeview High,https://www.sd.com/go/VA/schools/0114002981/school.aspx,Dickenson County Public Schools,https://www.sd.com/go/VA/district/01140/search.aspx,310 Wolfpack Way,Clintwood,https://www.sd.com/go/VA/city/Clintwood/search.aspx,24228,Dickenson County,(276) 835-1600,9,12,No,No,No,No,581,48,12,0.58,0,0,0,0.01,0,0,0.99
206,44.3,York River Academy,https://www.sd.com/go/VA/schools/0415002330/school.aspx,York County Public Schools,https://www.sd.com/go/VA/district/04150/search.aspx,9300 Geo. Washington Mem. Hwy.,Yorktown,https://www.sd.com/go/VA/city/Yorktown/search.aspx,23692,York County,(757) 898-0516,9,12,No,Yes,No,No,71,12.6,5.6,,0.06,0,0.01,0.03,0,0.07,0.83
207,44.2,Rockbridge County High,https://www.sd.com/go/VA/schools/0337000204/school.aspx,Rockbridge County Public Schools,https://www.sd.com/go/VA/district/03370/search.aspx,143 Greenhouse Rd,Lexington,https://www.sd.com/go/VA/city/Lexington/search.aspx,24450,Lexington city,(540) 463-5555,9,12,No,No,No,No,997,75.9,13.1,0.34,0.04,0,0.01,0.05,0,0.04,0.86
208,44.2,Surry County High,https://www.sd.com/go/VA/schools/0375001635/school.aspx,Surry County Public Schools,https://www.sd.com/go/VA/district/03750/search.aspx,1675 Hollybush Rd,Dendron,https://www.sd.com/go/VA/city/Dendron/search.aspx,23839,Surry County,(757) 267-2211,9,12,No,No,No,No,236,32.5,7.2,0.56,0.64,0,0,0.01,0,0.03,0.31
209,44.1,Fauquier High,https://www.sd.com/go/VA/schools/0132000607/school.aspx,Fauquier County Public Schools,https://www.sd.com/go/VA/district/01320/search.aspx,705 Waterloo Rd,Warrenton,https://www.sd.com/go/VA/city/Warrenton/search.aspx,20186,Fauquier County,(540) 347-6100,9,12,No,No,No,No,1313,103.5,12.6,0.17,0.08,0.01,0.03,0.14,0,0.05,0.7
210,43.5,Abingdon High,https://www.sd.com/go/VA/schools/0390001736/school.aspx,Washington County Public Schools,https://www.sd.com/go/VA/district/03900/search.aspx,705 Thompson Dr,Abingdon,https://www.sd.com/go/VA/city/Abingdon/search.aspx,24210,Washington County,(276) 739-3200,9,12,No,No,No,No,896,59.5,15,0.36,0.02,0,0.02,0.04,0,0.02,0.9
211,43.4,Northampton High,https://www.sd.com/go/VA/schools/0271001155/school.aspx,Northampton County Public Schools,https://www.sd.com/go/VA/district/02710/search.aspx,16041 Courthouse Road,Eastville,https://www.sd.com/go/VA/city/Eastville/search.aspx,23347,Northampton County,(757) 678-5151,9,12,No,No,No,No,464,33.1,14,0.68,0.45,0,0.01,0.21,0,0.02,0.3
212,43.4,Covington High,https://www.sd.com/go/VA/schools/0099000367/school.aspx,Covington City Public Schools,https://www.sd.com/go/VA/district/00990/search.aspx,606 S. Lexington Avenue,Covington,https://www.sd.com/go/VA/city/Covington/search.aspx,24426,Covington city,(540) 965-1410,8,12,No,No,No,No,361,27.6,13,0.65,0.16,0,0,0.04,0,0.09,0.7
213,42.8,Randolph-Henry High,https://www.sd.com/go/VA/schools/0075000270/school.aspx,Charlotte County Public Schools,https://www.sd.com/go/VA/district/00750/search.aspx,755 David Bruce Ave,Charlotte C H,https://www.sd.com/go/VA/city/Charlotte+C+H/search.aspx,23923,Charlotte County,(434) 542-4111,9,12,No,No,No,No,530,39.1,13.5,0.48,0.28,0,0.01,0.02,0,0.05,0.65
